station_name	id	station_id	line_cd	pref_cd	pref	post	add	lon	lat	MESH_CODES	suumoEkiCode	comment	line_num	rent_oneRoom	rent_1K	rent_1LDK	rent_2LDK	rent_3LDK	park_area	water_depth	pachinko	sexShop	supermarket_num	landPrice	access	population	park	flood	security	supermarket	livable
南橋本	1446	1130917	11309	14	kanagawa	229-1133	相模原市南橋本２丁目	139.352484	35.58042	[5339228722, 5339228723, 5339228724, 5339228732, 5339228733, 5339228734, 5339228741, 5339228742, 5339228743, 5339228744, 5339228811, 5339228812, 5339228813, 5339228814, 5339228821, 5339228823, 5339228824, 5339228831, 5339228832, 5339228833, 5339228834, 5339228841, 5339228842, 5339228843, 5339228844, 5339228931, 5339228933, 5339229642, 5339229711, 5339229712, 5339229713, 5339229714, 5339229721, 5339229722, 5339229723, 5339229724, 5339229731, 5339229732, 5339229733, 5339229734, 5339229741, 5339229742, 5339229743, 5339229744, 5339229811, 5339229812, 5339229813, 5339229814, 5339229821, 5339229822, 5339229823, 5339229824, 5339229831, 5339229832, 5339229833, 5339229834, 5339229841, 5339229842, 5339229843, 5339229844, 5339229911, 5339229912, 5339229913, 5339229914, 5339229931, 5339229932, 5339229933, 5339229934, 5339320711, 5339320712, 5339320713, 5339320714, 5339320721, 5339320722, 5339320723, 5339320724, 5339320732, 5339320734, 5339320741, 5339320742, 5339320743, 5339320744, 5339320811, 5339320812, 5339320813, 5339320814, 5339320821, 5339320822, 5339320823, 5339320824, 5339320831, 5339320832, 5339320833, 5339320834, 5339320841, 5339320842, 5339320843, 5339320844, 5339320911, 5339320912, 5339320913, 5339320914, 5339320931, 5339321722, 5339321811, 5339321812, 5339321821]	37690		1	4.1	4.5	6.2	7.5	8.8	57531	0.0	11	1	5	73.02708717	30.98591549295775	34.53693031629725	41.271642799999995	100.0	84.6929825	28.8675135	100.0
四ツ谷	1449	1131102	11311	13	tokyo	160-0004	東京都新宿区四谷一丁目	139.730644	35.686041	[5339450744, 5339450833, 5339450834, 5339450843, 5339450844, 5339451721, 5339451722, 5339451723, 5339451724, 5339451732, 5339451734, 5339451741, 5339451742, 5339451743, 5339451744, 5339451811, 5339451812, 5339451813, 5339451814, 5339451821, 5339451822, 5339451823, 5339451824, 5339451831, 5339451832, 5339451833, 5339451834, 5339451841, 5339451842, 5339451843, 5339451844, 5339451911, 5339451913, 5339451914, 5339451931, 5339451932, 5339451933, 5339451934, 5339451941, 5339451943, 5339452712, 5339452714, 5339452721, 5339452722, 5339452723, 5339452724, 5339452732, 5339452734, 5339452741, 5339452742, 5339452743, 5339452744, 5339452811, 5339452812, 5339452813, 5339452814, 5339452821, 5339452822, 5339452823, 5339452824, 5339452831, 5339452832, 5339452833, 5339452834, 5339452841, 5339452842, 5339452843, 5339452844, 5339452911, 5339452912, 5339452913, 5339452914, 5339452921, 5339452923, 5339452931, 5339452932, 5339452933, 5339452934, 5339452941, 5339452943, 5339453712, 5339453721, 5339453722, 5339453723, 5339453724, 5339453742, 5339453811, 5339453812, 5339453813, 5339453814, 5339453821, 5339453822, 5339453823, 5339453824, 5339453831, 5339453832, 5339453833, 5339453834, 5339453841, 5339453842, 5339453843, 5339453911, 5339453912, 5339453913, 5339453914, 5339453931]	41160		3	7.8	9.4	15.6	21.1	26.9	116734	0.0	5	1	18	28.29374169	59.154929577464785	48.34142027419817	49.2578687	100.0	92.58771929999999	54.77225579999999	100.0
吉祥寺	1451	1131104	11311	13	tokyo	180-0003	東京都武蔵野市吉祥寺南町	139.579765	35.703119	[5339442544, 5339442633, 5339442634, 5339442643, 5339442644, 5339443514, 5339443521, 5339443522, 5339443523, 5339443524, 5339443532, 5339443533, 5339443534, 5339443541, 5339443542, 5339443543, 5339443544, 5339443611, 5339443612, 5339443613, 5339443614, 5339443621, 5339443622, 5339443623, 5339443624, 5339443631, 5339443632, 5339443633, 5339443634, 5339443641, 5339443642, 5339443643, 5339443644, 5339443711, 5339443713, 5339443714, 5339443731, 5339443732, 5339443733, 5339443734, 5339443743, 5339444511, 5339444512, 5339444513, 5339444514, 5339444521, 5339444522, 5339444523, 5339444524, 5339444531, 5339444532, 5339444533, 5339444534, 5339444541, 5339444542, 5339444543, 5339444544, 5339444611, 5339444612, 5339444613, 5339444614, 5339444621, 5339444622, 5339444623, 5339444624, 5339444631, 5339444632, 5339444633, 5339444634, 5339444641, 5339444642, 5339444643, 5339444644, 5339444711, 5339444712, 5339444713, 5339444714, 5339444721, 5339444723, 5339444731, 5339444732, 5339444733, 5339444734, 5339444741, 5339444743, 5339445512, 5339445514, 5339445521, 5339445522, 5339445523, 5339445524, 5339445541, 5339445542, 5339445611, 5339445612, 5339445613, 5339445614, 5339445621, 5339445622, 5339445623, 5339445624, 5339445631, 5339445632, 5339445633, 5339445634, 5339445641, 5339445642, 5339445643, 5339445644, 5339445711, 5339445712, 5339445713, 5339445714, 5339445731]	11640	都心に近く、買い物もしやすく、自然も豊か。悪いところもこれと言ってない。これにより前にもまして家賃が上がってきている。	5	6.5	7.3	10.6	13.5	16.6	423386	10.0	8	9	49	50.236627	60.56338028169014	53.40471038561103	67.9767502	65.22967510000001	81.97368420000001	90.36961140000001	100.0
三鷹	1452	1131105	11311	13	tokyo	181-0013	東京都三鷹市下連雀三丁目46-1	139.560325	35.702683	[5339442434, 5339442443, 5339442444, 5339442533, 5339442534, 5339443324, 5339443342, 5339443343, 5339443344, 5339443411, 5339443412, 5339443413, 5339443414, 5339443421, 5339443422, 5339443423, 5339443424, 5339443431, 5339443432, 5339443433, 5339443434, 5339443441, 5339443442, 5339443443, 5339443444, 5339443511, 5339443512, 5339443513, 5339443514, 5339443521, 5339443523, 5339443524, 5339443531, 5339443532, 5339443533, 5339443534, 5339443541, 5339443542, 5339443543, 5339443544, 5339444321, 5339444322, 5339444323, 5339444324, 5339444341, 5339444342, 5339444343, 5339444344, 5339444411, 5339444412, 5339444413, 5339444414, 5339444421, 5339444422, 5339444423, 5339444424, 5339444431, 5339444432, 5339444433, 5339444434, 5339444441, 5339444442, 5339444443, 5339444444, 5339444511, 5339444512, 5339444513, 5339444514, 5339444521, 5339444522, 5339444523, 5339444524, 5339444531, 5339444532, 5339444533, 5339444534, 5339444541, 5339444542, 5339444543, 5339444544, 5339444611, 5339444613, 5339444631, 5339445322, 5339445324, 5339445411, 5339445412, 5339445413, 5339445414, 5339445421, 5339445422, 5339445423, 5339445424, 5339445431, 5339445432, 5339445441, 5339445442, 5339445443, 5339445444, 5339445511, 5339445512, 5339445513, 5339445514, 5339445521, 5339445522, 5339445523, 5339445531, 5339445532, 5339445533]	36880	都心に近く、買い物もしやすく、自然も豊か。総武線の始発が出ているので、座って通勤できることを考えれば、吉祥寺より住みやすいかも。	4	6.3	7.2	10.2	12.9	15.8	480791	0.0	12	0	22	52.09433209000001	53.521126760563384	61.30994551918225	70.17224279999999	100.0	84.2105263	60.5530071	100.0
国分寺	1453	1131106	11311	13	tokyo	185-0012	東京都国分寺市本町二丁目1-23	139.480841	35.700123	[5339432742, 5339432743, 5339432744, 5339432831, 5339432832, 5339432833, 5339432834, 5339432841, 5339432842, 5339432843, 5339432844, 5339432931, 5339432933, 5339432934, 5339433712, 5339433714, 5339433721, 5339433722, 5339433723, 5339433724, 5339433732, 5339433734, 5339433741, 5339433742, 5339433743, 5339433744, 5339433811, 5339433812, 5339433813, 5339433814, 5339433821, 5339433822, 5339433823, 5339433824, 5339433831, 5339433832, 5339433833, 5339433834, 5339433841, 5339433842, 5339433843, 5339433844, 5339433911, 5339433912, 5339433913, 5339433914, 5339433923, 5339433931, 5339433932, 5339433933, 5339433934, 5339433941, 5339433943, 5339434712, 5339434714, 5339434721, 5339434722, 5339434723, 5339434724, 5339434732, 5339434734, 5339434741, 5339434742, 5339434743, 5339434744, 5339434811, 5339434812, 5339434813, 5339434814, 5339434821, 5339434822, 5339434823, 5339434824, 5339434831, 5339434832, 5339434833, 5339434834, 5339434841, 5339434842, 5339434843, 5339434844, 5339434911, 5339434912, 5339434913, 5339434914, 5339434921, 5339434923, 5339434931, 5339434932, 5339434933, 5339434934, 5339434941, 5339435721, 5339435722, 5339435724, 5339435811, 5339435812, 5339435813, 5339435814, 5339435821, 5339435822, 5339435823, 5339435824, 5339435832, 5339435841, 5339435911, 5339435912, 5339435913]	14690		4	5.4	6	8.4	10.6	12.8	148352	0.0	8	6	19	61.10852928	53.521126760563384	46.67497250101382	52.2997516	100.0	84.4736842	56.2731434	100.0
日野	1455	1131108	11311	13	tokyo	191-0061	日野市大坂上１丁目	139.39393	35.679244	[5339430022, 5339430023, 5339430024, 5339430034, 5339430041, 5339430042, 5339430043, 5339430044, 5339430111, 5339430112, 5339430113, 5339430114, 5339430121, 5339430122, 5339430123, 5339430124, 5339430131, 5339430132, 5339430133, 5339430134, 5339430141, 5339430142, 5339430143, 5339430144, 5339430211, 5339430213, 5339430214, 5339430231, 5339430232, 5339430233, 5339430234, 5339430241, 5339430243, 5339431012, 5339431014, 5339431021, 5339431022, 5339431023, 5339431024, 5339431032, 5339431034, 5339431041, 5339431042, 5339431043, 5339431044, 5339431111, 5339431112, 5339431113, 5339431114, 5339431121, 5339431122, 5339431123, 5339431124, 5339431131, 5339431132, 5339431133, 5339431134, 5339431141, 5339431142, 5339431143, 5339431144, 5339431211, 5339431212, 5339431213, 5339431214, 5339431221, 5339431223, 5339431231, 5339431232, 5339431233, 5339431234, 5339431241, 5339431243, 5339432012, 5339432021, 5339432022, 5339432023, 5339432024, 5339432041, 5339432042, 5339432044, 5339432111, 5339432112, 5339432113, 5339432114, 5339432121, 5339432122, 5339432123, 5339432124, 5339432131, 5339432132, 5339432133, 5339432134, 5339432141, 5339432142, 5339432143, 5339432144, 5339432211, 5339432212, 5339432213, 5339432214, 5339432221, 5339432223, 5339432231, 5339432232, 5339432233, 5339433121]	32940		2	5	5.5	7.4	9.1	10.9	314065	3.0	3	0	4	65.8710313	38.02816901408452	32.09976305117904	63.085734	85.9293985	96.0526316	25.819889	100.0
豊田	1456	1131109	11311	13	tokyo	191-0053	日野市豊田４丁目	139.381495	35.659502	[5339327944, 5339328914, 5339328921, 5339328922, 5339328923, 5339328924, 5339328932, 5339328934, 5339328941, 5339328942, 5339328943, 5339328944, 5339329912, 5339329914, 5339329921, 5339329922, 5339329923, 5339329924, 5339329932, 5339329934, 5339329941, 5339329942, 5339329943, 5339329944, 5339337031, 5339337032, 5339337033, 5339337034, 5339337041, 5339337042, 5339337043, 5339337044, 5339337133, 5339338011, 5339338012, 5339338013, 5339338014, 5339338021, 5339338022, 5339338023, 5339338024, 5339338031, 5339338032, 5339338033, 5339338034, 5339338041, 5339338042, 5339338043, 5339338044, 5339338111, 5339338112, 5339338113, 5339338114, 5339338123, 5339338131, 5339338132, 5339338133, 5339338134, 5339338141, 5339338143, 5339339011, 5339339012, 5339339013, 5339339014, 5339339021, 5339339022, 5339339023, 5339339024, 5339339031, 5339339032, 5339339033, 5339339034, 5339339041, 5339339042, 5339339043, 5339339044, 5339339111, 5339339112, 5339339113, 5339339114, 5339339121, 5339339123, 5339339131, 5339339132, 5339339133, 5339339134, 5339339141, 5339339143, 5339420921, 5339420922, 5339420924, 5339430011, 5339430012, 5339430013, 5339430014, 5339430021, 5339430022, 5339430023, 5339430024, 5339430031, 5339430032, 5339430041, 5339430042, 5339430111, 5339430112, 5339430113, 5339430114]	26550		2	4.6	5.1	7	8.7	10.4	143650	20.0	3	0	13	68.41497543	38.02816901408452	34.208382005185335	51.8803244	72.8868704	96.0526316	46.547466799999995	100.0
西八王子	1458	1131111	11311	13	tokyo	193-0835	八王子市千人町２丁目	139.31264	35.656621	[5339327414, 5339327423, 5339327424, 5339327431, 5339327432, 5339327433, 5339327434, 5339327441, 5339327442, 5339327443, 5339327444, 5339327513, 5339327514, 5339327523, 5339327531, 5339327532, 5339327533, 5339327534, 5339327541, 5339327542, 5339327543, 5339327544, 5339328322, 5339328324, 5339328342, 5339328344, 5339328411, 5339328412, 5339328413, 5339328414, 5339328421, 5339328422, 5339328423, 5339328424, 5339328431, 5339328432, 5339328433, 5339328434, 5339328441, 5339328442, 5339328443, 5339328444, 5339328511, 5339328512, 5339328513, 5339328514, 5339328521, 5339328522, 5339328523, 5339328524, 5339328531, 5339328532, 5339328533, 5339328534, 5339328541, 5339328542, 5339328543, 5339328544, 5339328611, 5339328613, 5339328631, 5339328633, 5339329322, 5339329324, 5339329342, 5339329411, 5339329412, 5339329413, 5339329414, 5339329421, 5339329422, 5339329423, 5339329424, 5339329431, 5339329432, 5339329433, 5339329434, 5339329441, 5339329442, 5339329443, 5339329444, 5339329511, 5339329512, 5339329513, 5339329514, 5339329521, 5339329522, 5339329523, 5339329524, 5339329531, 5339329532, 5339329533, 5339329534, 5339329541, 5339329542, 5339329543, 5339329544, 5339329611, 5339329613, 5339329631, 5339420412, 5339420421, 5339420422, 5339420424, 5339420511, 5339420512, 5339420513, 5339420521]	29300		2	4.1	4.6	6.3	7.8	9.4	210685	0.0	8	0	6	72.25596544	35.211267605633815	38.391625503615536	57.0932387	100.0	89.47368420000001	31.6227766	100.0
高尾	1459	1131112	11311	13	tokyo	193-0844	八王子市高尾町	139.282288	35.642026	[5339325144, 5339325231, 5339325232, 5339325233, 5339325234, 5339325241, 5339325242, 5339325243, 5339325244, 5339325331, 5339325333, 5339325334, 5339326121, 5339326122, 5339326123, 5339326124, 5339326132, 5339326134, 5339326141, 5339326142, 5339326143, 5339326144, 5339326211, 5339326212, 5339326213, 5339326214, 5339326221, 5339326222, 5339326223, 5339326224, 5339326231, 5339326232, 5339326233, 5339326234, 5339326241, 5339326242, 5339326243, 5339326244, 5339326311, 5339326312, 5339326313, 5339326314, 5339326321, 5339326323, 5339326331, 5339326332, 5339326333, 5339326334, 5339326341, 5339326343, 5339326344, 5339327112, 5339327114, 5339327121, 5339327122, 5339327123, 5339327124, 5339327132, 5339327141, 5339327142, 5339327143, 5339327144, 5339327211, 5339327212, 5339327213, 5339327214, 5339327221, 5339327222, 5339327223, 5339327224, 5339327231, 5339327232, 5339327233, 5339327234, 5339327241, 5339327242, 5339327243, 5339327244, 5339327311, 5339327312, 5339327313, 5339327314, 5339327321, 5339327322, 5339327323, 5339327324, 5339327331, 5339327332, 5339327333, 5339327334, 5339327341, 5339327343, 5339328121, 5339328122, 5339328124, 5339328211, 5339328212, 5339328213, 5339328214, 5339328221, 5339328222, 5339328223, 5339328224, 5339328232, 5339328241, 5339328242, 5339328311, 5339328312, 5339328313]	22180		4	4.3	4.8	6.4	7.8	9.3	153951	0.0	3	0	7	71.39680179000001	42.25352112676056	22.20663089074927	52.78638289999999	100.0	96.0526316	34.156502599999996	100.0
相模湖	1460	1131113	11311	14	kanagawa	229-0101	相模原市相模湖町与瀬	139.1885	35.617335	[5339312434, 5339312441, 5339312442, 5339312443, 5339312444, 5339312531, 5339312532, 5339312533, 5339312534, 5339312541, 5339312543, 5339312544, 5339313342, 5339313344, 5339313411, 5339313412, 5339313413, 5339313414, 5339313421, 5339313422, 5339313423, 5339313424, 5339313431, 5339313432, 5339313433, 5339313434, 5339313441, 5339313442, 5339313443, 5339313444, 5339313511, 5339313512, 5339313513, 5339313514, 5339313521, 5339313522, 5339313523, 5339313524, 5339313531, 5339313532, 5339313533, 5339313534, 5339313541, 5339313542, 5339313543, 5339313544, 5339313611, 5339313613, 5339313631, 5339313633, 5339313634, 5339314322, 5339314324, 5339314342, 5339314411, 5339314412, 5339314413, 5339314414, 5339314421, 5339314422, 5339314423, 5339314424, 5339314431, 5339314432, 5339314433, 5339314434, 5339314441, 5339314442, 5339314443, 5339314444, 5339314511, 5339314512, 5339314513, 5339314514, 5339314521, 5339314522, 5339314523, 5339314524, 5339314531, 5339314532, 5339314533, 5339314534, 5339314541, 5339314542, 5339314543, 5339314544, 5339314611, 5339314612, 5339314613, 5339314614, 5339314631, 5339314633, 5339315411, 5339315412, 5339315414, 5339315421, 5339315422, 5339315423, 5339315424, 5339315442, 5339315511, 5339315512, 5339315513, 5339315514, 5339315521, 5339315522, 5339315523, 5339315524, 5339315531, 5339315532]	15940		1	4.1	2.8	4.8	6.3	7.8	25214	0.0	0	0	4	78.53386085	23.94366197183099	3.3314276126891875	33.5804655	100.0	100.0	25.819889	0.0
藤野	1461	1131114	11311	14	kanagawa	229-0204	相模原市藤野町小渕	139.15239	35.615918	[5339312124, 5339312134, 5339312141, 5339312142, 5339312143, 5339312144, 5339312213, 5339312214, 5339312231, 5339312232, 5339312233, 5339312234, 5339312241, 5339312242, 5339312243, 5339312244, 5339312333, 5339313044, 5339313111, 5339313112, 5339313113, 5339313114, 5339313121, 5339313122, 5339313123, 5339313124, 5339313131, 5339313132, 5339313133, 5339313134, 5339313141, 5339313142, 5339313143, 5339313144, 5339313211, 5339313212, 5339313213, 5339313214, 5339313221, 5339313222, 5339313223, 5339313224, 5339313231, 5339313232, 5339313233, 5339313234, 5339313241, 5339313242, 5339313243, 5339313244, 5339313311, 5339313313, 5339313314, 5339313331, 5339313332, 5339313333, 5339313334, 5339314111, 5339314112, 5339314113, 5339314114, 5339314121, 5339314122, 5339314123, 5339314124, 5339314131, 5339314132, 5339314134, 5339314141, 5339314142, 5339314143, 5339314144, 5339314211, 5339314212, 5339314213, 5339314214, 5339314221, 5339314222, 5339314223, 5339314224, 5339314231, 5339314232, 5339314233, 5339314234, 5339314241, 5339314242, 5339314243, 5339314244, 5339314311, 5339314312, 5339314313, 5339314314, 5339314331, 5339314332, 5339314333, 5339315112, 5339315121, 5339315122, 5339315123, 5339315124, 5339315211, 5339315212, 5339315213, 5339315214, 5339315221, 5339315222, 5339315223]	33950		1	4.1	不明	不明	不明	不明	不明	0.0	0	0	10	80.72289156999999	22.53521126760564	4.1620646654408295	0.0	100.0	100.0	40.824829	0.0
御茶ノ水	1503	1131203	11312	13	tokyo	101-0062	千代田区神田駿河台２丁目	139.764955	35.699605	[5339453944, 5339462034, 5339462041, 5339462042, 5339462043, 5339462044, 5339462113, 5339462114, 5339462131, 5339462132, 5339462133, 5339462134, 5339462141, 5339462142, 5339462143, 5339462144, 5339462233, 5339463011, 5339463012, 5339463013, 5339463014, 5339463021, 5339463022, 5339463023, 5339463024, 5339463031, 5339463032, 5339463033, 5339463034, 5339463041, 5339463042, 5339463043, 5339463044, 5339463111, 5339463112, 5339463113, 5339463114, 5339463121, 5339463122, 5339463123, 5339463124, 5339463131, 5339463132, 5339463133, 5339463134, 5339463141, 5339463142, 5339463143, 5339463144, 5339463211, 5339463213, 5339463214, 5339463231, 5339463232, 5339463233, 5339463234, 5339464011, 5339464012, 5339464013, 5339464014, 5339464021, 5339464022, 5339464023, 5339464024, 5339464031, 5339464032, 5339464033, 5339464034, 5339464041, 5339464042, 5339464043, 5339464044, 5339464111, 5339464112, 5339464113, 5339464114, 5339464121, 5339464122, 5339464123, 5339464124, 5339464131, 5339464132, 5339464133, 5339464134, 5339464141, 5339464142, 5339464143, 5339464144, 5339464211, 5339464212, 5339464213, 5339464214, 5339464231, 5339464232, 5339464233, 5339465012, 5339465021, 5339465022, 5339465023, 5339465024, 5339465111, 5339465112, 5339465113, 5339465114, 5339465121, 5339465122, 5339465123]	06970		3	8.3	9.7	14.9	19.6	24.4	60531	5.0	30	38	33	29.579891070000002	59.154929577464785	42.27738682013732	41.79946639999999	86.09873970000001	28.859649100000002	74.16198490000001	100.0
水道橋	1504	1131204	11312	13	tokyo	101-0061	千代田区三崎町２丁目	139.754312	35.702039	[5339452944, 5339453914, 5339453921, 5339453922, 5339453923, 5339453924, 5339453931, 5339453932, 5339453933, 5339453934, 5339453941, 5339453942, 5339453943, 5339453944, 5339454911, 5339454912, 5339454913, 5339454914, 5339454921, 5339454922, 5339454923, 5339454924, 5339454931, 5339454932, 5339454933, 5339454934, 5339454941, 5339454942, 5339454943, 5339454944, 5339455912, 5339455921, 5339455922, 5339455923, 5339455924, 5339455942, 5339462032, 5339462033, 5339462034, 5339462043, 5339462044, 5339463011, 5339463012, 5339463013, 5339463014, 5339463021, 5339463022, 5339463023, 5339463024, 5339463031, 5339463032, 5339463033, 5339463034, 5339463041, 5339463042, 5339463043, 5339463044, 5339463111, 5339463113, 5339463114, 5339463131, 5339463132, 5339463133, 5339463134, 5339463143, 5339464011, 5339464012, 5339464013, 5339464014, 5339464021, 5339464022, 5339464023, 5339464024, 5339464031, 5339464032, 5339464033, 5339464034, 5339464041, 5339464042, 5339464043, 5339464044, 5339464111, 5339464112, 5339464113, 5339464114, 5339464121, 5339464123, 5339464131, 5339464132, 5339464133, 5339464134, 5339464141, 5339465011, 5339465012, 5339465013, 5339465014, 5339465021, 5339465022, 5339465023, 5339465024, 5339465031, 5339465032, 5339465041, 5339465042, 5339465111, 5339465112, 5339465113]	20470		3	8.4	9.8	14.9	19.4	24.2	134889	5.0	18	0	15	29.411851829999996	59.154929577464785	53.099358956095614	51.0705351	76.71251029999999	76.3157895	50.0	100.0
飯田橋	1505	1131205	11312	13	tokyo	102-0072	東京都千代田区飯田橋四丁目10-2	139.745143	35.701835	[5339452844, 5339452932, 5339452933, 5339452934, 5339452941, 5339452943, 5339452944, 5339453822, 5339453823, 5339453824, 5339453834, 5339453841, 5339453842, 5339453843, 5339453844, 5339453911, 5339453912, 5339453913, 5339453914, 5339453921, 5339453922, 5339453923, 5339453924, 5339453931, 5339453932, 5339453933, 5339453934, 5339453941, 5339453942, 5339453943, 5339453944, 5339454812, 5339454814, 5339454821, 5339454822, 5339454823, 5339454824, 5339454832, 5339454841, 5339454842, 5339454843, 5339454844, 5339454911, 5339454912, 5339454913, 5339454914, 5339454921, 5339454922, 5339454923, 5339454924, 5339454931, 5339454932, 5339454933, 5339454934, 5339454941, 5339454942, 5339454943, 5339454944, 5339455821, 5339455822, 5339455824, 5339455911, 5339455912, 5339455913, 5339455914, 5339455921, 5339455922, 5339455923, 5339455924, 5339455931, 5339455932, 5339455941, 5339455942, 5339462033, 5339463011, 5339463012, 5339463013, 5339463014, 5339463023, 5339463031, 5339463032, 5339463033, 5339463034, 5339463041, 5339463043, 5339463044, 5339464011, 5339464012, 5339464013, 5339464014, 5339464021, 5339464022, 5339464023, 5339464024, 5339464031, 5339464032, 5339464033, 5339464034, 5339464041, 5339464042, 5339464043, 5339465011, 5339465012, 5339465013, 5339465014, 5339465021, 5339465031]	01820	スーパーの物価は少し高めだが、美味しいレストラン・居酒屋が多く、外食が多い人にはおすすめ。水道局があり、他の街より水が美味しく感じないこともない。	2	8.2	9.7	15.4	20.4	25.7	161228	5.0	8	0	20	28.12025419	57.74647887323944	64.97708678967405	53.3994018	74.6970908	89.47368420000001	57.735026899999994	100.0
市ケ谷	1506	1131206	11312	13	tokyo	162-0843	東京都新宿区市谷田町一丁目1	139.735241	35.691105	[5339451744, 5339451823, 5339451824, 5339451831, 5339451832, 5339451833, 5339451834, 5339451841, 5339451842, 5339451843, 5339451844, 5339451913, 5339451931, 5339451932, 5339451933, 5339451934, 5339451943, 5339452722, 5339452723, 5339452724, 5339452741, 5339452742, 5339452743, 5339452744, 5339452811, 5339452812, 5339452813, 5339452814, 5339452821, 5339452822, 5339452823, 5339452824, 5339452831, 5339452832, 5339452833, 5339452834, 5339452841, 5339452842, 5339452843, 5339452844, 5339452911, 5339452912, 5339452913, 5339452914, 5339452921, 5339452922, 5339452923, 5339452924, 5339452931, 5339452932, 5339452933, 5339452934, 5339452941, 5339452942, 5339452943, 5339452944, 5339453721, 5339453722, 5339453723, 5339453724, 5339453741, 5339453742, 5339453744, 5339453811, 5339453812, 5339453813, 5339453814, 5339453821, 5339453822, 5339453823, 5339453824, 5339453831, 5339453832, 5339453833, 5339453834, 5339453841, 5339453842, 5339453843, 5339453844, 5339453911, 5339453912, 5339453913, 5339453914, 5339453921, 5339453922, 5339453923, 5339453924, 5339453931, 5339453932, 5339453933, 5339453934, 5339453941, 5339453942, 5339453943, 5339453944, 5339454811, 5339454812, 5339454814, 5339454821, 5339454822, 5339454823, 5339454824, 5339454911, 5339454912, 5339454913, 5339454914, 5339454921, 5339462033, 5339463011]	02980		4	不明	不明	不明	不明	不明	117846	0.0	7	4	19	25.411223030000002	63.38028169014085	53.05065950708612	49.3747587	100.0	86.1403509	56.2731434	0.0
信濃町	1508	1131208	11312	13	tokyo	160-0016	新宿区信濃町	139.720729	35.680031	[5339450624, 5339450641, 5339450642, 5339450643, 5339450644, 5339450711, 5339450712, 5339450713, 5339450714, 5339450721, 5339450722, 5339450723, 5339450724, 5339450731, 5339450732, 5339450733, 5339450734, 5339450741, 5339450742, 5339450743, 5339450744, 5339450811, 5339450813, 5339450814, 5339450831, 5339450832, 5339450833, 5339450834, 5339450841, 5339450843, 5339451614, 5339451621, 5339451622, 5339451623, 5339451624, 5339451632, 5339451634, 5339451641, 5339451642, 5339451643, 5339451644, 5339451711, 5339451712, 5339451713, 5339451714, 5339451721, 5339451722, 5339451723, 5339451724, 5339451731, 5339451732, 5339451733, 5339451734, 5339451741, 5339451742, 5339451743, 5339451744, 5339451811, 5339451812, 5339451813, 5339451814, 5339451821, 5339451822, 5339451823, 5339451824, 5339451831, 5339451832, 5339451833, 5339451834, 5339451841, 5339451842, 5339451843, 5339451844, 5339452621, 5339452622, 5339452623, 5339452624, 5339452642, 5339452644, 5339452711, 5339452712, 5339452713, 5339452714, 5339452721, 5339452722, 5339452723, 5339452724, 5339452731, 5339452732, 5339452733, 5339452734, 5339452741, 5339452742, 5339452743, 5339452744, 5339452811, 5339452812, 5339452813, 5339452814, 5339452821, 5339452822, 5339452823, 5339452831, 5339452832, 5339452833, 5339452834, 5339452841, 5339453712, 5339453721, 5339453722]	17470		2	8.2	9.5	14.6	19	23.8	129954	0.0	10	3	5	31.15930091	52.11267605633804	44.09982027512848	50.59687420000001	100.0	84.34210529999999	28.8675135	100.0
千駄ケ谷	1509	1131209	11312	13	tokyo	151-0051	東京都渋谷区千駄ヶ谷一丁目35-10	139.711644	35.681231	[5339450544, 5339450614, 5339450623, 5339450624, 5339450631, 5339450632, 5339450633, 5339450634, 5339450641, 5339450642, 5339450643, 5339450644, 5339450713, 5339450714, 5339450723, 5339450731, 5339450732, 5339450733, 5339450734, 5339450741, 5339450742, 5339450743, 5339450744, 5339451522, 5339451524, 5339451541, 5339451542, 5339451543, 5339451544, 5339451611, 5339451612, 5339451613, 5339451614, 5339451621, 5339451622, 5339451623, 5339451624, 5339451631, 5339451632, 5339451633, 5339451634, 5339451641, 5339451642, 5339451643, 5339451644, 5339451711, 5339451712, 5339451713, 5339451714, 5339451721, 5339451722, 5339451723, 5339451724, 5339451731, 5339451732, 5339451733, 5339451734, 5339451741, 5339451742, 5339451743, 5339451744, 5339451811, 5339451813, 5339451831, 5339451833, 5339452522, 5339452524, 5339452542, 5339452611, 5339452612, 5339452613, 5339452614, 5339452621, 5339452622, 5339452623, 5339452624, 5339452631, 5339452632, 5339452633, 5339452634, 5339452641, 5339452642, 5339452643, 5339452644, 5339452711, 5339452712, 5339452713, 5339452714, 5339452721, 5339452722, 5339452723, 5339452724, 5339452731, 5339452732, 5339452733, 5339452734, 5339452741, 5339452742, 5339452743, 5339452744, 5339452811, 5339452813, 5339453612, 5339453621, 5339453622, 5339453711, 5339453712, 5339453721]	21520		2	不明	不明	不明	不明	不明	98152	0.0	18	5	16	23.334321449999997	52.11267605633804	43.97424923539256	47.1683912	100.0	72.1491228	51.63977789999999	0.0
